Element,Element Code,Item,Item Code,Year,Value
Total Population - Both sexes,511,Population,2501,1961,53054.0
Total Population - Both sexes,511,Population,2501,1962,53425.0
Total Population - Both sexes,511,Population,2501,1963,53802.0
Total Population - Both sexes,511,Population,2501,1964,54170.0
Total Population - Both sexes,511,Population,2501,1965,54516.0
Total Population - Both sexes,511,Population,2501,1966,54834.0
Total Population - Both sexes,511,Population,2501,1967,55124.0
Total Population - Both sexes,511,Population,2501,1968,55386.0
Total Population - Both sexes,511,Population,2501,1969,55619.0
Total Population - Both sexes,511,Population,2501,1970,55823.0
Total Population - Both sexes,511,Population,2501,1971,56000.0
Total Population - Both sexes,511,Population,2501,1972,56147.0
Total Population - Both sexes,511,Population,2501,1973,56265.0
Total Population - Both sexes,511,Population,2501,1974,56356.0
Total Population - Both sexes,511,Population,2501,1975,56421.0
Total Population - Both sexes,511,Population,2501,1976,56462.0
Total Population - Both sexes,511,Population,2501,1977,56481.0
Total Population - Both sexes,511,Population,2501,1978,56486.0
Total Population - Both sexes,511,Population,2501,1979,56489.0
Total Population - Both sexes,511,Population,2501,1980,56496.0
Total Population - Both sexes,511,Population,2501,1981,56512.0
Total Population - Both sexes,511,Population,2501,1982,56536.0
Total Population - Both sexes,511,Population,2501,1983,56575.0
Total Population - Both sexes,511,Population,2501,1984,56633.0
Total Population - Both sexes,511,Population,2501,1985,56715.0
Total Population - Both sexes,511,Population,2501,1986,56824.0
Total Population - Both sexes,511,Population,2501,1987,56957.0
Total Population - Both sexes,511,Population,2501,1988,57109.0
Total Population - Both sexes,511,Population,2501,1989,57268.0
Total Population - Both sexes,511,Population,2501,1990,57425.0
Total Population - Both sexes,511,Population,2501,1991,57580.0
Total Population - Both sexes,511,Population,2501,1992,57734.0
Total Population - Both sexes,511,Population,2501,1993,57889.0
Total Population - Both sexes,511,Population,2501,1994,58048.0
Total Population - Both sexes,511,Population,2501,1995,58213.0
Total Population - Both sexes,511,Population,2501,1996,58386.0
Total Population - Both sexes,511,Population,2501,1997,58566.0
Total Population - Both sexes,511,Population,2501,1998,58756.0
Total Population - Both sexes,511,Population,2501,1999,58959.0
Total Population - Both sexes,511,Population,2501,2000,59177.0
Total Population - Both sexes,511,Population,2501,2001,59411.0
Total Population - Both sexes,511,Population,2501,2002,59661.0
Total Population - Both sexes,511,Population,2501,2003,59929.0
Total Population - Both sexes,511,Population,2501,2004,60217.0
Total Population - Both sexes,511,Population,2501,2005,60526.0
Total Population - Both sexes,511,Population,2501,2006,60857.0
Total Population - Both sexes,511,Population,2501,2007,61209.0
Total Population - Both sexes,511,Population,2501,2008,61573.0
Total Population - Both sexes,511,Population,2501,2009,61943.0
Total Population - Both sexes,511,Population,2501,2010,62310.0
Total Population - Both sexes,511,Population,2501,2011,62672.0
Total Population - Both sexes,511,Population,2501,2012,63030.0
Total Population - Both sexes,511,Population,2501,2013,63384.0
Food,5142,Wheat and products,2511,1961,5479.0
Food,5142,Wheat and products,2511,1962,5441.0
Food,5142,Wheat and products,2511,1963,5401.0
Food,5142,Wheat and products,2511,1964,5326.0
Food,5142,Wheat and products,2511,1965,5251.0
Food,5142,Wheat and products,2511,1966,5299.0
Food,5142,Wheat and products,2511,1967,5008.0
Food,5142,Wheat and products,2511,1968,4955.0
Food,5142,Wheat and products,2511,1969,5076.0
Food,5142,Wheat and products,2511,1970,5002.0
Food,5142,Wheat and products,2511,1971,4941.0
Food,5142,Wheat and products,2511,1972,4813.0
Food,5142,Wheat and products,2511,1973,4830.0
Food,5142,Wheat and products,2511,1974,4683.0
Food,5142,Wheat and products,2511,1975,4860.0
Food,5142,Wheat and products,2511,1976,4965.0
Food,5142,Wheat and products,2511,1977,4867.0
Food,5142,Wheat and products,2511,1978,4813.0
Food,5142,Wheat and products,2511,1979,4753.0
Food,5142,Wheat and products,2511,1980,4647.0
Food,5142,Wheat and products,2511,1981,4550.0
Food,5142,Wheat and products,2511,1982,4373.0
Food,5142,Wheat and products,2511,1983,4499.0
Food,5142,Wheat and products,2511,1984,4517.0
Food,5142,Wheat and products,2511,1985,4952.0
Food,5142,Wheat and products,2511,1986,4765.0
Food,5142,Wheat and products,2511,1987,4926.0
Food,5142,Wheat and products,2511,1988,4847.0
Food,5142,Wheat and products,2511,1989,4815.0
Food,5142,Wheat and products,2511,1990,4725.0
Food,5142,Wheat and products,2511,1991,4758.0
Food,5142,Wheat and products,2511,1992,4907.0
Food,5142,Wheat and products,2511,1993,4823.0
Food,5142,Wheat and products,2511,1994,4813.0
Food,5142,Wheat and products,2511,1995,4921.0
Food,5142,Wheat and products,2511,1996,5043.0
Food,5142,Wheat and products,2511,1997,5334.0
Food,5142,Wheat and products,2511,1998,5561.0
Food,5142,Wheat and products,2511,1999,5629.0
Food,5142,Wheat and products,2511,2000,5670.0
Food,5142,Wheat and products,2511,2001,5478.0
Food,5142,Wheat and products,2511,2002,5953.0
Food,5142,Wheat and products,2511,2003,6012.0
Food,5142,Wheat and products,2511,2004,5925.0
Food,5142,Wheat and products,2511,2005,5947.0
Food,5142,Wheat and products,2511,2006,5916.0
Food,5142,Wheat and products,2511,2007,5940.0
Food,5142,Wheat and products,2511,2008,6094.0
Food,5142,Wheat and products,2511,2009,6096.0
Food,5142,Wheat and products,2511,2010,6126.0
Food,5142,Wheat and products,2511,2011,6074.0
Food,5142,Wheat and products,2511,2012,6145.0
Food,5142,Wheat and products,2511,2013,6251.0
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1961,103.27
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1962,101.85
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1963,100.39
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1964,98.33
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1965,96.32
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1966,96.63
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1967,90.85
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1968,89.46
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1969,91.26
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1970,89.6
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1971,88.24
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1972,85.72
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1973,85.85
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1974,83.1
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1975,86.13
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1976,87.94
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1977,86.16
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1978,85.21
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1979,84.13
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1980,82.25
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1981,80.52
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1982,77.35
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1983,79.52
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1984,79.76
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1985,87.31
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1986,83.86
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1987,86.49
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1988,84.88
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1989,84.09
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1990,82.27
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1991,82.63
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1992,84.99
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1993,83.31
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1994,82.91
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1995,84.54
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1996,86.37
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1997,91.07
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1998,94.65
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,1999,95.47
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2000,95.81
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2001,92.21
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2002,99.78
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2003,100.32
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2004,98.39
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2005,98.25
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2006,97.21
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2007,97.05
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2008,98.97
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2009,98.41
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2010,98.32
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2011,96.91
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2012,97.49
Food supply quantity (kg/capita/yr),645,Wheat and products,2511,2013,98.63
Food supply (kcal/capita/day),664,Wheat and products,2511,1961,717.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1962,714.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1963,702.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1964,687.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1965,676.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1966,673.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1967,645.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1968,635.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1969,639.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1970,636.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1971,637.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1972,617.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1973,615.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1974,594.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1975,621.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1976,638.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1977,630.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1978,615.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1979,610.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1980,594.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1981,586.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1982,568.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1983,592.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1984,593.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1985,643.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1986,622.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1987,651.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1988,638.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1989,635.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1990,633.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1991,642.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1992,642.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1993,643.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1994,642.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1995,658.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1996,677.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1997,707.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1998,727.0
Food supply (kcal/capita/day),664,Wheat and products,2511,1999,732.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2000,741.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2001,706.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2002,758.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2003,757.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2004,759.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2005,750.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2006,749.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2007,753.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2008,768.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2009,768.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2010,760.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2011,750.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2012,754.0
Food supply (kcal/capita/day),664,Wheat and products,2511,2013,747.0
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1961,23.35
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1962,23.25
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1963,22.88
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1964,22.38
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1965,22.01
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1966,21.91
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1967,21.0
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1968,20.68
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1969,20.8
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1970,20.73
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1971,20.74
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1972,20.1
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1973,20.04
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1974,19.35
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1975,20.23
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1976,20.77
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1977,20.53
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1978,20.02
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1979,19.85
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1980,19.35
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1981,19.07
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1982,18.49
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1983,19.27
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1984,19.3
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1985,20.94
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1986,20.25
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1987,21.2
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1988,20.78
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1989,20.67
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1990,20.6
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1991,20.89
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1992,20.88
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1993,20.92
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1994,20.88
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1995,21.41
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1996,22.01
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1997,22.97
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1998,23.64
Protein supply quantity (g/capita/day),674,Wheat and products,2511,1999,23.79
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2000,24.08
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2001,22.95
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2002,24.62
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2003,24.59
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2004,24.59
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2005,24.29
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2006,24.26
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2007,24.38
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2008,24.84
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2009,24.87
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2010,24.59
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2011,24.29
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2012,24.45
Protein supply quantity (g/capita/day),674,Wheat and products,2511,2013,24.25
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1961,2.84
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1962,2.83
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1963,2.79
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1964,2.73
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1965,2.68
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1966,2.67
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1967,2.56
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1968,2.52
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1969,2.53
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1970,2.52
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1971,2.53
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1972,2.45
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1973,2.44
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1974,2.36
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1975,2.46
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1976,2.53
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1977,2.5
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1978,2.44
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1979,2.42
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1980,2.35
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1981,2.32
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1982,2.25
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1983,2.34
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1984,2.35
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1985,2.55
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1986,2.46
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1987,2.58
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1988,2.53
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1989,2.51
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1990,2.51
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1991,2.53
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1992,2.53
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1993,2.54
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1994,2.53
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1995,2.6
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1996,2.67
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1997,2.78
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1998,2.86
Fat supply quantity (g/capita/day),684,Wheat and products,2511,1999,2.88
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2000,2.92
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2001,2.78
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2002,2.99
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2003,2.99
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2004,3.02
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2005,2.99
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2006,3.0
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2007,3.01
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2008,3.07
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2009,3.05
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2010,3.09
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2011,3.0
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2012,3.0
Fat supply quantity (g/capita/day),684,Wheat and products,2511,2013,2.99
Food,5142,Rice and Products,2805,1961,58.0
Food,5142,Rice and Products,2805,1962,71.0
Food,5142,Rice and Products,2805,1963,59.0
Food,5142,Rice and Products,2805,1964,62.0
Food,5142,Rice and Products,2805,1965,65.0
Food,5142,Rice and Products,2805,1966,65.0
Food,5142,Rice and Products,2805,1967,59.0
Food,5142,Rice and Products,2805,1968,73.0
Food,5142,Rice and Products,2805,1969,72.0
Food,5142,Rice and Products,2805,1970,69.0
Food,5142,Rice and Products,2805,1971,87.0
Food,5142,Rice and Products,2805,1972,84.0
Food,5142,Rice and Products,2805,1973,79.0
Food,5142,Rice and Products,2805,1974,74.0
Food,5142,Rice and Products,2805,1975,74.0
Food,5142,Rice and Products,2805,1976,104.0
Food,5142,Rice and Products,2805,1977,104.0
Food,5142,Rice and Products,2805,1978,98.0
Food,5142,Rice and Products,2805,1979,83.0
Food,5142,Rice and Products,2805,1980,106.0
Food,5142,Rice and Products,2805,1981,109.0
Food,5142,Rice and Products,2805,1982,115.0
Food,5142,Rice and Products,2805,1983,136.0
Food,5142,Rice and Products,2805,1984,137.0
Food,5142,Rice and Products,2805,1985,137.0
Food,5142,Rice and Products,2805,1986,151.0
Food,5142,Rice and Products,2805,1987,134.0
Food,5142,Rice and Products,2805,1988,139.0
Food,5142,Rice and Products,2805,1989,140.0
Food,5142,Rice and Products,2805,1990,141.0
Food,5142,Rice and Products,2805,1991,149.0
Food,5142,Rice and Products,2805,1992,128.0
Food,5142,Rice and Products,2805,1993,112.0
Food,5142,Rice and Products,2805,1994,122.0
Food,5142,Rice and Products,2805,1995,110.0
Food,5142,Rice and Products,2805,1996,122.0
Food,5142,Rice and Products,2805,1997,124.0
Food,5142,Rice and Products,2805,1998,232.0
Food,5142,Rice and Products,2805,1999,206.0
Food,5142,Rice and Products,2805,2000,240.0
Food,5142,Rice and Products,2805,2001,265.0
Food,5142,Rice and Products,2805,2002,301.0
Food,5142,Rice and Products,2805,2003,325.0
Food,5142,Rice and Products,2805,2004,311.0
Food,5142,Rice and Products,2805,2005,336.0
Food,5142,Rice and Products,2805,2006,326.0
Food,5142,Rice and Products,2805,2007,345.0
Food,5142,Rice and Products,2805,2008,413.0
Food,5142,Rice and Products,2805,2009,383.0
Food,5142,Rice and Products,2805,2010,431.0
Food,5142,Rice and Products,2805,2011,430.0
Food,5142,Rice and Products,2805,2012,452.0
Food,5142,Rice and Products,2805,2013,405.0
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1961,1.08
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1962,1.32
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1963,1.09
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1964,1.15
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1965,1.19
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1966,1.19
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1967,1.06
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1968,1.32
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1969,1.3
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1970,1.23
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1971,1.56
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1972,1.49
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1973,1.4
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1974,1.32
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1975,1.31
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1976,1.84
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1977,1.84
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1978,1.74
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1979,1.46
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1980,1.88
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1981,1.93
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1982,2.04
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1983,2.4
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1984,2.42
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1985,2.42
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1986,2.65
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1987,2.35
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1988,2.43
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1989,2.45
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1990,2.46
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1991,2.58
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1992,2.23
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1993,1.94
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1994,2.1
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1995,1.89
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1996,2.09
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1997,2.12
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1998,3.95
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,1999,3.5
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2000,4.05
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2001,4.46
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2002,5.05
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2003,5.43
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2004,5.16
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2005,5.54
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2006,5.35
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2007,5.63
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2008,6.7
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2009,6.18
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2010,6.91
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2011,6.86
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2012,7.17
Food supply quantity (kg/capita/yr),645,Rice and Products,2805,2013,6.39
Food supply (kcal/capita/day),664,Rice and Products,2805,1961,12.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1962,15.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1963,12.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1964,13.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1965,14.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1966,14.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1967,12.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1968,15.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1969,15.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1970,14.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1971,18.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1972,17.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1973,16.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1974,15.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1975,15.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1976,21.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1977,21.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1978,20.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1979,16.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1980,22.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1981,22.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1982,23.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1983,27.0
