Element,Element Code,Item,Item Code,Year,Value
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,1993,72.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,1994,74.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,1995,61.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,1996,61.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,1997,57.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,1998,61.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,1999,69.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2000,70.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2001,65.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2002,57.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2003,67.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2004,67.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2005,69.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2006,73.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2007,61.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2008,54.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2009,60.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2010,62.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2011,61.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2012,69.0
Food supply (kcal/capita/day),664,"Butter, Ghee",2740,2013,65.0
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1961,0.22
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1962,0.21
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1963,0.21
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1964,0.21
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1965,0.22
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1966,0.21
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1967,0.22
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1968,0.22
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1969,0.22
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1970,0.21
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1971,0.2
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1972,0.18
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1973,0.19
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1974,0.2
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1975,0.21
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1976,0.2
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1977,0.18
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1978,0.18
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1979,0.17
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1980,0.15
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1981,0.13
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1982,0.14
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1983,0.14
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1984,0.13
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1985,0.12
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1986,0.12
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1987,0.12
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1988,0.11
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1989,0.1
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1990,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1991,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1992,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1993,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1994,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1995,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1996,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1997,0.07
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1998,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,1999,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2000,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2001,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2002,0.07
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2003,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2004,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2005,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2006,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2007,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2008,0.07
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2009,0.07
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2010,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2011,0.08
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2012,0.09
Protein supply quantity (g/capita/day),674,"Butter, Ghee",2740,2013,0.08
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1961,19.76
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1962,18.72
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1963,19.29
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1964,19.18
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1965,19.7
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1966,19.67
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1967,21.26
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1968,20.03
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1969,20.12
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1970,19.93
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1971,18.95
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1972,16.48
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1973,17.04
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1974,18.48
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1975,18.81
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1976,17.82
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1977,16.72
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1978,16.45
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1979,15.04
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1980,13.38
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1981,12.09
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1982,12.87
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1983,12.48
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1984,11.33
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1985,11.15
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1986,10.98
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1987,10.53
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1988,10.31
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1989,9.29
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1990,8.21
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1991,6.83
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1992,7.8
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1993,8.15
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1994,8.37
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1995,6.86
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1996,6.9
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1997,6.44
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1998,6.89
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,1999,7.8
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2000,7.87
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2001,7.41
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2002,6.42
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2003,7.6
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2004,7.55
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2005,7.82
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2006,8.24
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2007,6.9
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2008,6.08
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2009,6.73
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2010,7.01
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2011,6.95
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2012,7.82
Fat supply quantity (g/capita/day),684,"Butter, Ghee",2740,2013,7.3
Food,5142,Cream,2743,1961,41.0
Food,5142,Cream,2743,1962,41.0
Food,5142,Cream,2743,1963,41.0
Food,5142,Cream,2743,1964,41.0
Food,5142,Cream,2743,1965,41.0
Food,5142,Cream,2743,1966,58.0
Food,5142,Cream,2743,1967,63.0
Food,5142,Cream,2743,1968,68.0
Food,5142,Cream,2743,1969,71.0
Food,5142,Cream,2743,1970,74.0
Food,5142,Cream,2743,1971,76.0
Food,5142,Cream,2743,1972,77.0
Food,5142,Cream,2743,1973,86.0
Food,5142,Cream,2743,1974,88.0
Food,5142,Cream,2743,1975,86.0
Food,5142,Cream,2743,1976,82.0
Food,5142,Cream,2743,1977,84.0
Food,5142,Cream,2743,1978,76.0
Food,5142,Cream,2743,1979,77.0
Food,5142,Cream,2743,1980,77.0
Food,5142,Cream,2743,1981,74.0
Food,5142,Cream,2743,1982,72.0
Food,5142,Cream,2743,1983,72.0
Food,5142,Cream,2743,1984,57.0
Food,5142,Cream,2743,1985,45.0
Food,5142,Cream,2743,1986,36.0
Food,5142,Cream,2743,1987,32.0
Food,5142,Cream,2743,1988,20.0
Food,5142,Cream,2743,1989,13.0
Food,5142,Cream,2743,1990,16.0
Food,5142,Cream,2743,1991,11.0
Food,5142,Cream,2743,1992,10.0
Food,5142,Cream,2743,1993,3.0
Food,5142,Cream,2743,1994,5.0
Food,5142,Cream,2743,1995,4.0
Food,5142,Cream,2743,1996,3.0
Food,5142,Cream,2743,1997,1.0
Food,5142,Cream,2743,1998,1.0
Food,5142,Cream,2743,1999,1.0
Food,5142,Cream,2743,2000,2.0
Food,5142,Cream,2743,2001,3.0
Food,5142,Cream,2743,2002,2.0
Food,5142,Cream,2743,2003,1.0
Food,5142,Cream,2743,2004,1.0
Food,5142,Cream,2743,2005,2.0
Food,5142,Cream,2743,2006,1.0
Food,5142,Cream,2743,2007,2.0
Food,5142,Cream,2743,2008,29.0
Food,5142,Cream,2743,2009,37.0
Food,5142,Cream,2743,2010,29.0
Food,5142,Cream,2743,2011,20.0
Food,5142,Cream,2743,2012,22.0
Food,5142,Cream,2743,2013,17.0
Food supply quantity (kg/capita/yr),645,Cream,2743,1961,0.77
Food supply quantity (kg/capita/yr),645,Cream,2743,1962,0.77
Food supply quantity (kg/capita/yr),645,Cream,2743,1963,0.76
Food supply quantity (kg/capita/yr),645,Cream,2743,1964,0.76
Food supply quantity (kg/capita/yr),645,Cream,2743,1965,0.75
Food supply quantity (kg/capita/yr),645,Cream,2743,1966,1.06
Food supply quantity (kg/capita/yr),645,Cream,2743,1967,1.14
Food supply quantity (kg/capita/yr),645,Cream,2743,1968,1.23
Food supply quantity (kg/capita/yr),645,Cream,2743,1969,1.28
Food supply quantity (kg/capita/yr),645,Cream,2743,1970,1.33
Food supply quantity (kg/capita/yr),645,Cream,2743,1971,1.36
Food supply quantity (kg/capita/yr),645,Cream,2743,1972,1.37
Food supply quantity (kg/capita/yr),645,Cream,2743,1973,1.53
Food supply quantity (kg/capita/yr),645,Cream,2743,1974,1.57
Food supply quantity (kg/capita/yr),645,Cream,2743,1975,1.53
Food supply quantity (kg/capita/yr),645,Cream,2743,1976,1.46
Food supply quantity (kg/capita/yr),645,Cream,2743,1977,1.48
Food supply quantity (kg/capita/yr),645,Cream,2743,1978,1.34
Food supply quantity (kg/capita/yr),645,Cream,2743,1979,1.37
Food supply quantity (kg/capita/yr),645,Cream,2743,1980,1.37
Food supply quantity (kg/capita/yr),645,Cream,2743,1981,1.31
Food supply quantity (kg/capita/yr),645,Cream,2743,1982,1.27
Food supply quantity (kg/capita/yr),645,Cream,2743,1983,1.27
Food supply quantity (kg/capita/yr),645,Cream,2743,1984,1.01
Food supply quantity (kg/capita/yr),645,Cream,2743,1985,0.8
Food supply quantity (kg/capita/yr),645,Cream,2743,1986,0.63
Food supply quantity (kg/capita/yr),645,Cream,2743,1987,0.57
Food supply quantity (kg/capita/yr),645,Cream,2743,1988,0.35
Food supply quantity (kg/capita/yr),645,Cream,2743,1989,0.23
Food supply quantity (kg/capita/yr),645,Cream,2743,1990,0.27
Food supply quantity (kg/capita/yr),645,Cream,2743,1991,0.19
Food supply quantity (kg/capita/yr),645,Cream,2743,1992,0.17
Food supply quantity (kg/capita/yr),645,Cream,2743,1993,0.06
Food supply quantity (kg/capita/yr),645,Cream,2743,1994,0.08
Food supply quantity (kg/capita/yr),645,Cream,2743,1995,0.07
Food supply quantity (kg/capita/yr),645,Cream,2743,1996,0.05
Food supply quantity (kg/capita/yr),645,Cream,2743,1997,0.02
Food supply quantity (kg/capita/yr),645,Cream,2743,1998,0.02
Food supply quantity (kg/capita/yr),645,Cream,2743,1999,0.01
Food supply quantity (kg/capita/yr),645,Cream,2743,2000,0.03
Food supply quantity (kg/capita/yr),645,Cream,2743,2001,0.05
Food supply quantity (kg/capita/yr),645,Cream,2743,2002,0.04
Food supply quantity (kg/capita/yr),645,Cream,2743,2003,0.02
Food supply quantity (kg/capita/yr),645,Cream,2743,2004,0.02
Food supply quantity (kg/capita/yr),645,Cream,2743,2005,0.03
Food supply quantity (kg/capita/yr),645,Cream,2743,2006,0.02
Food supply quantity (kg/capita/yr),645,Cream,2743,2007,0.03
Food supply quantity (kg/capita/yr),645,Cream,2743,2008,0.46
Food supply quantity (kg/capita/yr),645,Cream,2743,2009,0.6
Food supply quantity (kg/capita/yr),645,Cream,2743,2010,0.46
Food supply quantity (kg/capita/yr),645,Cream,2743,2011,0.32
Food supply quantity (kg/capita/yr),645,Cream,2743,2012,0.35
Food supply quantity (kg/capita/yr),645,Cream,2743,2013,0.27
Food supply (kcal/capita/day),664,Cream,2743,1961,4.0
Food supply (kcal/capita/day),664,Cream,2743,1962,4.0
Food supply (kcal/capita/day),664,Cream,2743,1963,4.0
Food supply (kcal/capita/day),664,Cream,2743,1964,4.0
Food supply (kcal/capita/day),664,Cream,2743,1965,4.0
Food supply (kcal/capita/day),664,Cream,2743,1966,6.0
Food supply (kcal/capita/day),664,Cream,2743,1967,6.0
Food supply (kcal/capita/day),664,Cream,2743,1968,7.0
Food supply (kcal/capita/day),664,Cream,2743,1969,7.0
Food supply (kcal/capita/day),664,Cream,2743,1970,7.0
Food supply (kcal/capita/day),664,Cream,2743,1971,7.0
Food supply (kcal/capita/day),664,Cream,2743,1972,7.0
Food supply (kcal/capita/day),664,Cream,2743,1973,8.0
Food supply (kcal/capita/day),664,Cream,2743,1974,8.0
Food supply (kcal/capita/day),664,Cream,2743,1975,8.0
Food supply (kcal/capita/day),664,Cream,2743,1976,8.0
Food supply (kcal/capita/day),664,Cream,2743,1977,8.0
Food supply (kcal/capita/day),664,Cream,2743,1978,7.0
Food supply (kcal/capita/day),664,Cream,2743,1979,7.0
Food supply (kcal/capita/day),664,Cream,2743,1980,7.0
Food supply (kcal/capita/day),664,Cream,2743,1981,7.0
Food supply (kcal/capita/day),664,Cream,2743,1982,7.0
Food supply (kcal/capita/day),664,Cream,2743,1983,7.0
Food supply (kcal/capita/day),664,Cream,2743,1984,5.0
Food supply (kcal/capita/day),664,Cream,2743,1985,4.0
Food supply (kcal/capita/day),664,Cream,2743,1986,3.0
Food supply (kcal/capita/day),664,Cream,2743,1987,3.0
Food supply (kcal/capita/day),664,Cream,2743,1988,2.0
Food supply (kcal/capita/day),664,Cream,2743,1989,1.0
Food supply (kcal/capita/day),664,Cream,2743,1990,1.0
Food supply (kcal/capita/day),664,Cream,2743,1991,1.0
Food supply (kcal/capita/day),664,Cream,2743,1992,1.0
Food supply (kcal/capita/day),664,Cream,2743,1993,0.0
Food supply (kcal/capita/day),664,Cream,2743,1994,0.0
Food supply (kcal/capita/day),664,Cream,2743,1995,0.0
Food supply (kcal/capita/day),664,Cream,2743,1996,0.0
Food supply (kcal/capita/day),664,Cream,2743,1997,0.0
Food supply (kcal/capita/day),664,Cream,2743,1998,0.0
Food supply (kcal/capita/day),664,Cream,2743,1999,0.0
Food supply (kcal/capita/day),664,Cream,2743,2000,0.0
Food supply (kcal/capita/day),664,Cream,2743,2001,0.0
Food supply (kcal/capita/day),664,Cream,2743,2002,0.0
Food supply (kcal/capita/day),664,Cream,2743,2003,0.0
Food supply (kcal/capita/day),664,Cream,2743,2004,0.0
Food supply (kcal/capita/day),664,Cream,2743,2005,0.0
Food supply (kcal/capita/day),664,Cream,2743,2006,0.0
Food supply (kcal/capita/day),664,Cream,2743,2007,0.0
Food supply (kcal/capita/day),664,Cream,2743,2008,2.0
Food supply (kcal/capita/day),664,Cream,2743,2009,3.0
Food supply (kcal/capita/day),664,Cream,2743,2010,2.0
Food supply (kcal/capita/day),664,Cream,2743,2011,2.0
Food supply (kcal/capita/day),664,Cream,2743,2012,2.0
Food supply (kcal/capita/day),664,Cream,2743,2013,1.0
Protein supply quantity (g/capita/day),674,Cream,2743,1961,0.06
Protein supply quantity (g/capita/day),674,Cream,2743,1962,0.06
Protein supply quantity (g/capita/day),674,Cream,2743,1963,0.06
Protein supply quantity (g/capita/day),674,Cream,2743,1964,0.06
Protein supply quantity (g/capita/day),674,Cream,2743,1965,0.06
Protein supply quantity (g/capita/day),674,Cream,2743,1966,0.08
Protein supply quantity (g/capita/day),674,Cream,2743,1967,0.08
Protein supply quantity (g/capita/day),674,Cream,2743,1968,0.09
Protein supply quantity (g/capita/day),674,Cream,2743,1969,0.09
Protein supply quantity (g/capita/day),674,Cream,2743,1970,0.1
Protein supply quantity (g/capita/day),674,Cream,2743,1971,0.1
Protein supply quantity (g/capita/day),674,Cream,2743,1972,0.1
Protein supply quantity (g/capita/day),674,Cream,2743,1973,0.11
Protein supply quantity (g/capita/day),674,Cream,2743,1974,0.12
Protein supply quantity (g/capita/day),674,Cream,2743,1975,0.11
Protein supply quantity (g/capita/day),674,Cream,2743,1976,0.11
Protein supply quantity (g/capita/day),674,Cream,2743,1977,0.11
Protein supply quantity (g/capita/day),674,Cream,2743,1978,0.1
Protein supply quantity (g/capita/day),674,Cream,2743,1979,0.1
Protein supply quantity (g/capita/day),674,Cream,2743,1980,0.1
Protein supply quantity (g/capita/day),674,Cream,2743,1981,0.1
Protein supply quantity (g/capita/day),674,Cream,2743,1982,0.09
Protein supply quantity (g/capita/day),674,Cream,2743,1983,0.09
Protein supply quantity (g/capita/day),674,Cream,2743,1984,0.08
Protein supply quantity (g/capita/day),674,Cream,2743,1985,0.06
Protein supply quantity (g/capita/day),674,Cream,2743,1986,0.05
Protein supply quantity (g/capita/day),674,Cream,2743,1987,0.04
Protein supply quantity (g/capita/day),674,Cream,2743,1988,0.03
Protein supply quantity (g/capita/day),674,Cream,2743,1989,0.02
Protein supply quantity (g/capita/day),674,Cream,2743,1990,0.02
Protein supply quantity (g/capita/day),674,Cream,2743,1991,0.01
Protein supply quantity (g/capita/day),674,Cream,2743,1992,0.01
Protein supply quantity (g/capita/day),674,Cream,2743,1993,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,1994,0.01
Protein supply quantity (g/capita/day),674,Cream,2743,1995,0.01
Protein supply quantity (g/capita/day),674,Cream,2743,1996,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,1997,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,1998,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,1999,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2000,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2001,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2002,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2003,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2004,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2005,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2006,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2007,0.0
Protein supply quantity (g/capita/day),674,Cream,2743,2008,0.03
Protein supply quantity (g/capita/day),674,Cream,2743,2009,0.04
Protein supply quantity (g/capita/day),674,Cream,2743,2010,0.03
Protein supply quantity (g/capita/day),674,Cream,2743,2011,0.02
Protein supply quantity (g/capita/day),674,Cream,2743,2012,0.03
Protein supply quantity (g/capita/day),674,Cream,2743,2013,0.02
Fat supply quantity (g/capita/day),684,Cream,2743,1961,0.41
Fat supply quantity (g/capita/day),684,Cream,2743,1962,0.41
Fat supply quantity (g/capita/day),684,Cream,2743,1963,0.4
Fat supply quantity (g/capita/day),684,Cream,2743,1964,0.4
Fat supply quantity (g/capita/day),684,Cream,2743,1965,0.4
Fat supply quantity (g/capita/day),684,Cream,2743,1966,0.56
Fat supply quantity (g/capita/day),684,Cream,2743,1967,0.6
Fat supply quantity (g/capita/day),684,Cream,2743,1968,0.65
Fat supply quantity (g/capita/day),684,Cream,2743,1969,0.67
Fat supply quantity (g/capita/day),684,Cream,2743,1970,0.7
Fat supply quantity (g/capita/day),684,Cream,2743,1971,0.72
Fat supply quantity (g/capita/day),684,Cream,2743,1972,0.73
Fat supply quantity (g/capita/day),684,Cream,2743,1973,0.81
Fat supply quantity (g/capita/day),684,Cream,2743,1974,0.83
Fat supply quantity (g/capita/day),684,Cream,2743,1975,0.81
Fat supply quantity (g/capita/day),684,Cream,2743,1976,0.77
Fat supply quantity (g/capita/day),684,Cream,2743,1977,0.78
Fat supply quantity (g/capita/day),684,Cream,2743,1978,0.71
Fat supply quantity (g/capita/day),684,Cream,2743,1979,0.72
Fat supply quantity (g/capita/day),684,Cream,2743,1980,0.72
Fat supply quantity (g/capita/day),684,Cream,2743,1981,0.69
Fat supply quantity (g/capita/day),684,Cream,2743,1982,0.67
Fat supply quantity (g/capita/day),684,Cream,2743,1983,0.67
Fat supply quantity (g/capita/day),684,Cream,2743,1984,0.54
Fat supply quantity (g/capita/day),684,Cream,2743,1985,0.42
Fat supply quantity (g/capita/day),684,Cream,2743,1986,0.33
Fat supply quantity (g/capita/day),684,Cream,2743,1987,0.3
Fat supply quantity (g/capita/day),684,Cream,2743,1988,0.19
Fat supply quantity (g/capita/day),684,Cream,2743,1989,0.12
Fat supply quantity (g/capita/day),684,Cream,2743,1990,0.14
Fat supply quantity (g/capita/day),684,Cream,2743,1991,0.1
Fat supply quantity (g/capita/day),684,Cream,2743,1992,0.09
Fat supply quantity (g/capita/day),684,Cream,2743,1993,0.03
Fat supply quantity (g/capita/day),684,Cream,2743,1994,0.04
Fat supply quantity (g/capita/day),684,Cream,2743,1995,0.04
Fat supply quantity (g/capita/day),684,Cream,2743,1996,0.03
Fat supply quantity (g/capita/day),684,Cream,2743,1997,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,1998,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,1999,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,2000,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,2001,0.03
Fat supply quantity (g/capita/day),684,Cream,2743,2002,0.02
Fat supply quantity (g/capita/day),684,Cream,2743,2003,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,2004,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,2005,0.02
Fat supply quantity (g/capita/day),684,Cream,2743,2006,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,2007,0.01
Fat supply quantity (g/capita/day),684,Cream,2743,2008,0.25
Fat supply quantity (g/capita/day),684,Cream,2743,2009,0.32
Fat supply quantity (g/capita/day),684,Cream,2743,2010,0.24
Fat supply quantity (g/capita/day),684,Cream,2743,2011,0.17
Fat supply quantity (g/capita/day),684,Cream,2743,2012,0.18
Fat supply quantity (g/capita/day),684,Cream,2743,2013,0.14
Food,5142,"Fats, Animals, Raw",2737,1961,456.0
Food,5142,"Fats, Animals, Raw",2737,1962,476.0
Food,5142,"Fats, Animals, Raw",2737,1963,439.0
Food,5142,"Fats, Animals, Raw",2737,1964,422.0
Food,5142,"Fats, Animals, Raw",2737,1965,396.0
Food,5142,"Fats, Animals, Raw",2737,1966,413.0
Food,5142,"Fats, Animals, Raw",2737,1967,415.0
Food,5142,"Fats, Animals, Raw",2737,1968,416.0
Food,5142,"Fats, Animals, Raw",2737,1969,437.0
Food,5142,"Fats, Animals, Raw",2737,1970,404.0
Food,5142,"Fats, Animals, Raw",2737,1971,377.0
Food,5142,"Fats, Animals, Raw",2737,1972,393.0
Food,5142,"Fats, Animals, Raw",2737,1973,384.0
Food,5142,"Fats, Animals, Raw",2737,1974,415.0
Food,5142,"Fats, Animals, Raw",2737,1975,416.0
Food,5142,"Fats, Animals, Raw",2737,1976,398.0
Food,5142,"Fats, Animals, Raw",2737,1977,397.0
Food,5142,"Fats, Animals, Raw",2737,1978,427.0
Food,5142,"Fats, Animals, Raw",2737,1979,417.0
Food,5142,"Fats, Animals, Raw",2737,1980,408.0
Food,5142,"Fats, Animals, Raw",2737,1981,416.0
Food,5142,"Fats, Animals, Raw",2737,1982,421.0
Food,5142,"Fats, Animals, Raw",2737,1983,400.0
Food,5142,"Fats, Animals, Raw",2737,1984,345.0
Food,5142,"Fats, Animals, Raw",2737,1985,325.0
Food,5142,"Fats, Animals, Raw",2737,1986,309.0
Food,5142,"Fats, Animals, Raw",2737,1987,284.0
Food,5142,"Fats, Animals, Raw",2737,1988,279.0
Food,5142,"Fats, Animals, Raw",2737,1989,294.0
Food,5142,"Fats, Animals, Raw",2737,1990,281.0
Food,5142,"Fats, Animals, Raw",2737,1991,294.0
Food,5142,"Fats, Animals, Raw",2737,1992,299.0
Food,5142,"Fats, Animals, Raw",2737,1993,279.0
Food,5142,"Fats, Animals, Raw",2737,1994,250.0
Food,5142,"Fats, Animals, Raw",2737,1995,243.0
Food,5142,"Fats, Animals, Raw",2737,1996,250.0
Food,5142,"Fats, Animals, Raw",2737,1997,241.0
Food,5142,"Fats, Animals, Raw",2737,1998,264.0
Food,5142,"Fats, Animals, Raw",2737,1999,237.0
Food,5142,"Fats, Animals, Raw",2737,2000,204.0
Food,5142,"Fats, Animals, Raw",2737,2001,191.0
Food,5142,"Fats, Animals, Raw",2737,2002,225.0
Food,5142,"Fats, Animals, Raw",2737,2003,223.0
Food,5142,"Fats, Animals, Raw",2737,2004,206.0
Food,5142,"Fats, Animals, Raw",2737,2005,224.0
Food,5142,"Fats, Animals, Raw",2737,2006,217.0
Food,5142,"Fats, Animals, Raw",2737,2007,197.0
Food,5142,"Fats, Animals, Raw",2737,2008,178.0
